# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11
chr11:94414300-94414500	-0.863158	-1.136446	-0.764628	-0.079306	-1.521894	-4.154093	0.610083	-1.273324	-0.076411	-0.927445	-0.840936
chr21:38834600-38834800	-1.157036	1.761035	0.716668	-0.351497	-0.094458	0.403530	0.424090	-0.121026	-1.539952	-0.433481	1.452428
chr9:17641000-17641200	0.235189	-1.086826	0.425227	0.428303	1.095905	-4.064310	1.348454	-0.695597	-0.250257	-0.529370	0.388615
chr3:149570800-149571000	-0.121801	0.824146	-0.545983	1.292024	3.067749	0.490407	-1.726725	0.885454	1.213283	0.198844	-1.172414
chr2:184916300-184916500	1.426756	-2.170296	-0.850112	-1.751819	3.221191	0.394222	-0.390883	-1.397262	1.387129	2.643806	0.388615
chr7:132906000-132906200	-1.415453	0.595278	-0.818848	-0.266957	-1.027978	0.307345	1.560132	0.710503	-1.539952	-0.386081	-0.675198
chr2:154936700-154936900	-0.800046	0.077092	-1.548217	0.053608	0.230940	0.490407	-0.131480	-0.027762	2.676824	-0.207665	0.222877
chr10:20145200-20145400	-0.952867	1.115482	-0.146586	-0.816108	-0.396175	0.394222	0.240701	-0.324029	1.387129	-1.649807	-1.006675
chr4:175443000-175443200	0.217458	1.476474	0.831946	-0.283656	1.414840	0.394222	0.001109	0.545978	-0.250257	-0.202098	0.222877
chr18:39172100-39172300	0.319543	0.327720	0.539340	1.647152	1.068154	0.403530	0.001109	3.409501	-0.250257	2.803435	0.222877
chr2:99736200-99736400	-1.067327	-0.374393	0.330640	-1.369848	1.164561	0.262698	-0.845489	-1.404497	1.213283	-0.626892	0.388615
chr12:82807000-82807200	-0.974108	0.087311	-0.608912	0.402823	1.369945	0.490407	-0.648714	-0.354762	1.213283	0.850586	0.388615
chr4:65271100-65271300	-0.371352	-1.593939	-0.964915	-0.608956	-1.102027	0.490407	-0.532720	-0.908000	-0.250257	0.764599	-0.840936
chr14:36780900-36781100	0.043396	0.110942	-0.793920	0.899585	-0.042946	0.394222	-0.857339	0.817574	2.676824	-0.820874	0.222877
chr2:178493400-178493600	-0.389083	0.469026	0.715048	0.293747	-0.737467	-0.186855	2.025042	2.597991	0.097434	1.159377	-1.006675
chr5:93459400-93459600	1.702903	0.732286	-0.033982	-0.670768	-0.326904	-4.154093	0.894544	1.865362	-0.250257	0.386626	-1.006675
chrX:138300000-138300200	1.180716	-0.854742	-0.854728	0.578032	-0.919001	-3.923477	0.350211	0.521918	1.213283	-1.267637	2.847719
chr2:200062200-200062400	-1.229014	1.392550	0.177040	0.095349	-0.822594	0.490407	1.715425	0.423539	-0.076411	-0.812760	0.222877
chr1:150687800-150688000	-1.067327	0.197693	-0.423253	-0.096699	0.648288	-0.273731	-0.637995	0.203144	1.387129	-0.158849	-0.675198
chr12:52932800-52933000	-0.130667	0.506730	-0.452095	-0.345176	0.971617	0.403530	0.956322	0.827631	-0.250257	1.069860	1.783906
chr15:79867700-79867900	-0.058689	-0.219792	-0.492395	0.697582	-0.190995	-0.090670	-0.734904	-0.504817	-0.076411	-0.175745	0.388615
chr8:135411000-135411200	-0.232752	0.111073	-0.411200	0.643104	3.028247	-0.318379	-0.481064	1.285469	-0.076411	0.572733	-0.840936
chr5:75112300-75112500	-0.112936	2.452338	-0.248120	0.967650	-1.005620	-0.186855	-0.218279	0.467121	-0.076411	0.411403	0.222877
chrX:155336200-155336400	-1.598381	-0.420398	1.748875	0.479113	-0.675608	-0.806969	0.037383	-0.287010	-0.076411	-0.541787	1.618167
chr4:26603200-26603400	-0.461061	-0.534640	0.582698	-1.396986	-0.822594	-0.062583	-0.832768	-1.311023	-0.250257	0.511114	0.057138
chr7:153285900-153286100	1.876966	-0.124453	-0.981460	0.056157	1.186918	-0.648330	-1.444771	0.089523	-0.250257	0.263867	-0.840936
chr8:79955700-79955900	0.043396	0.174553	0.432156	0.387645	-0.532084	0.349574	-1.056964	-1.337682	-0.076411	-0.294854	-1.006675
chr4:177242900-177243100	-1.183633	0.870633	0.831406	1.035354	-0.873376	-0.186855	-0.658999	-0.824005	-0.250257	-0.749599	0.388615
chr2:54171600-54171800	-0.545414	-0.332669	-0.369770	-0.268293	-0.349441	-4.064072	-0.990984	-0.453723	-0.076411	0.019637	-1.006675
chr20:15721600-15721800	1.591953	0.378317	-0.423661	-1.044007	-0.624826	0.403530	-0.805052	-0.153747	1.387129	-0.312024	-1.006675
chr9:31264600-31264800	-0.706827	-0.797504	-0.372213	-1.073239	-1.151447	0.262698	-0.341961	-1.001133	1.213283	-0.851577	0.222877
chr2:62512300-62512500	-0.317105	-0.030825	2.045554	2.103035	0.932246	0.307345	0.001378	0.605026	1.213283	0.820112	1.452428
chr4:95537100-95537300	1.426756	-0.372833	-1.389810	0.002778	1.073547	-0.886734	0.196811	-0.532956	-0.250257	0.348768	1.618167
chr10:116556300-116556500	1.159474	0.558105	-0.464459	0.295142	0.334393	0.403530	0.005607	1.683381	-0.250257	1.176676	0.222877
chr2:192780500-192780700	2.708031	-0.064100	0.243972	0.648379	1.369945	0.349574	-0.192142	1.967295	-0.250257	0.126839	0.388615
chr17:10465100-10465300	2.011781	-0.605652	-0.066241	-0.575680	-0.822594	-0.090670	-0.907332	-0.430584	-0.250257	0.382591	0.222877
chr18:66228900-66229100	-0.223886	-0.917940	-0.829570	0.106031	1.068154	0.262698	-0.399005	0.892541	1.213283	-0.260421	0.222877
chr6:60413500-60413700	-0.415680	1.126034	-0.923033	-0.316693	0.527337	0.403530	0.894326	-0.221578	-0.076411	0.105275	0.388615
chr15:91822500-91822700	0.043396	0.229511	0.027903	0.879438	-0.715110	-0.177546	0.348747	1.155377	-0.250257	-0.397683	0.388615
chr10:74875100-74875300	-0.754939	-0.241682	0.710669	-1.535062	0.835708	-0.090670	-1.712919	-0.996776	-0.250257	-0.298891	1.618167
chr6:145569600-145569800	-0.956377	0.869168	-0.696525	-0.263216	-0.885553	0.166512	-0.698445	0.498710	-0.250257	0.692260	-1.006675
chr5:25934800-25935000	-1.856797	-0.529276	1.518500	0.502752	1.164561	0.490407	-1.060692	-0.396772	-1.539952	0.109164	-1.006675
chr9:104064000-104064200	-1.267987	-1.541568	-0.797142	-0.807704	-0.408353	0.253389	-0.042721	0.430681	-0.076411	1.629129	-1.006675
chr13:63560300-63560500	1.261559	3.431932	-0.315751	0.924951	0.835708	0.262698	0.738057	0.223042	-0.250257	1.795109	-1.172414
chr9:30512300-30512500	0.043396	-0.407294	-0.340723	-0.357331	-1.027978	0.403530	0.225089	0.148965	-0.250257	0.304922	0.222877
chr6:94510500-94510700	2.653785	-0.838680	-0.356943	-0.554968	1.080593	0.403530	-0.358901	0.988328	-1.713798	1.758753	0.057138
chr12:128669100-128669300	-0.491168	0.200143	0.686233	0.122576	-0.737467	0.349574	-0.460942	0.728910	1.387129	-0.230372	-1.172414
chr12:28141100-28141300	-0.049823	-0.737142	-0.070156	1.068794	-0.094458	0.490407	0.213213	0.444971	-0.250257	0.445494	0.057138
chr7:14576500-14576700	-0.517764	-1.154932	-1.885022	0.577635	-0.041787	0.307345	-0.430165	0.294671	-0.076411	-0.250169	1.286689
chr6:159584000-159584200	-1.526403	-0.479873	-1.332818	-0.926621	-0.919001	0.166512	-0.968917	0.158283	1.213283	-0.722016	-1.006675
chr10:77128300-77128500	1.069765	2.581702	2.543482	1.344149	1.318433	0.024294	-1.226513	-1.505385	-1.539952	1.141876	1.452428
chr5:20217600-20217800	1.324671	-0.140713	1.144485	0.380101	-0.577709	0.307345	-1.257478	0.044214	1.387129	0.987425	0.057138
chr11:42698900-42699100	0.226324	-1.266339	0.216286	1.485736	1.113049	0.490407	-0.008995	-0.805530	-1.366106	0.465839	1.618167
chr4:29892600-29892800	-0.397949	-1.423079	-1.211848	-0.447294	-1.106552	-3.977434	-1.639376	-1.205699	-0.076411	-1.380817	0.720093
chr4:106013500-106013700	-0.691827	-1.280962	0.331807	-1.440580	1.369945	-0.062583	0.371525	-1.312416	-1.539952	-0.538905	0.057138
chr8:52605700-52605900	-0.241617	-0.264529	0.332582	0.515108	-0.737467	0.403530	0.012248	-1.211122	-1.539952	-0.032707	-0.675198
chr7:18046500-18046700	0.922299	1.047240	-0.117321	0.530015	0.527337	0.394222	0.111954	1.357438	0.097434	-1.666662	1.452428
chr9:64725900-64726100	2.185844	0.114656	-0.972879	-0.257506	1.865635	0.403530	-0.027515	-0.197445	-1.539952	-0.057390	0.222877
chr14:51872800-51873000	-1.472156	1.863689	-0.837910	0.277594	-0.686685	0.394222	1.109974	0.102281	-0.076411	-1.784530	-0.840936
chr3:154293900-154294100	-1.148171	0.743218	-1.159018	-0.682049	0.092963	0.166512	-0.345314	1.736154	-0.250257	2.922564	-1.006675
chr5:53210400-53210600	-0.215020	-1.693930	-0.210761	1.551654	-0.641791	0.403530	0.875121	-1.144588	-0.250257	0.592461	1.783906
chr7:95750700-95750900	1.180716	-0.588989	0.369125	-0.771388	1.068154	0.403530	0.178344	1.377286	-1.366106	-0.624985	-1.006675
chrX:56097000-56097200	0.802484	1.132847	-1.105697	1.307874	-0.892069	0.403530	0.043854	-1.270520	-0.076411	-0.739886	0.057138
chr1:100262300-100262500	-0.974108	-0.613167	-1.693326	-1.125589	-0.441800	0.403530	0.431134	0.379406	-0.076411	-0.712689	1.452428
chrX:90384800-90385000	1.060900	-0.166292	-0.121120	-0.189827	0.944685	0.349574	0.248528	-0.199891	1.213283	-1.757682	-1.006675
chr4:174395600-174395800	0.052261	1.665300	0.937368	0.945556	1.095905	0.307345	-0.054289	-1.396825	-0.076411	-0.520824	-1.006675
chr12:23679400-23679600	-0.010851	-0.048090	-0.345962	0.038435	-0.869712	-0.062583	-0.508224	0.436831	-0.076411	-0.057626	0.388615
chr15:25747300-25747500	0.034530	0.080587	-0.351715	-1.445487	-0.042946	0.403530	-1.449774	0.117186	1.213283	-0.049212	0.222877
chr8:87010800-87011000	0.976546	0.567836	0.412379	1.440858	3.164155	0.165127	0.477895	1.528864	-0.076411	2.504065	-1.006675
chr1:82309400-82309600	-0.880889	0.640098	0.217777	1.572630	1.186918	0.490407	-0.991607	0.058842	1.213283	-0.628927	-1.006675
chr3:163116400-163116600	-0.665230	0.080101	-1.573606	-0.257537	-0.737467	0.262698	-1.232057	-0.822601	-0.250257	1.152420	0.057138
chr1:185807000-185807200	-0.223886	-0.379867	-1.018049	0.091675	1.204063	0.262698	-1.049850	-0.321280	-0.250257	-1.247364	0.222877
chr9:61441900-61442100	-0.406814	-0.322657	1.715437	0.448908	0.603393	0.394222	0.475130	0.450965	-1.366106	0.530975	-0.840936
chr9:103291900-103292100	-1.424318	2.409611	-1.512110	-1.516054	1.164561	0.403530	-1.350884	0.533184	-0.076411	1.196614	-1.172414
chr14:24718100-24718300	-0.130667	-0.726950	2.222437	0.413586	-0.641791	0.490407	-0.891448	-0.651010	1.387129	0.250692	0.554354
chr5:147950900-147951100	1.583087	2.214060	0.423719	0.389575	2.149593	-0.231502	0.851109	0.920972	1.213283	-1.698252	-1.172414
chr18:77726700-77726900	-1.433184	-1.469972	-0.417158	-1.431329	1.028653	0.253389	-0.700251	-1.951704	-0.250257	0.926508	1.783906
chr2:193795800-193796000	-0.232752	0.599997	0.103830	0.425916	-1.015539	0.394222	2.751996	-1.155828	-1.539952	1.108505	0.388615
chr14:68647100-68647300	1.609684	0.576926	1.759791	0.827567	-0.664328	-0.231502	0.650603	-0.074896	0.097434	-0.811231	1.452428
chr7:35129500-35129700	0.154346	1.186716	-0.150823	1.366473	-0.686685	0.349574	1.123913	0.498096	1.213283	0.728125	-0.840936
chr11:58303900-58304100	-0.839293	-0.247811	0.382533	1.591206	-0.822594	-0.366726	0.979933	0.901465	-0.250257	-1.637707	0.222877
chr17:10428200-10428400	-1.165902	-0.068302	-0.486663	-0.867692	-1.151447	0.403530	0.522154	-0.863673	-0.076411	0.076089	0.388615
chr7:125307600-125307800	-0.295864	0.653688	-0.282104	0.927633	1.455071	0.349574	-0.394610	0.377146	-0.250257	0.255187	1.452428
chr2:80482000-80482200	0.439359	-1.320092	0.387722	0.363271	1.409447	-0.062583	-1.500318	-0.588590	1.213283	-0.909796	0.222877
chr4:60612800-60613000	-1.304502	-0.661842	0.726740	1.153501	-0.686685	0.262698	-0.224143	-0.791721	-1.539952	-0.369703	-0.840936
chr1:20225500-20225700	-0.215020	0.091481	1.601828	1.690717	-0.042946	0.262698	0.382368	-0.296683	-0.250257	-0.144545	2.847719
chr4:130374500-130374700	-0.334836	0.823081	0.471959	-0.843137	0.977141	0.403530	1.085530	-1.485266	1.213283	0.530961	0.222877
chr18:12850600-12850800	-1.148171	0.295283	-0.227408	-1.447258	-0.800237	-0.415950	0.445094	0.148318	-0.250257	-0.165644	0.057138
chr21:5543300-5543500	0.665155	-1.087323	-0.614302	-0.390051	0.300816	0.466018	-0.645474	0.248698	-0.072099	1.133858	2.179542
chr16:60674900-60675100	0.124239	-0.510103	-0.310604	-0.906133	1.369945	0.394222	0.059903	0.278977	-0.076411	-0.167224	-1.006675
chr8:14591200-14591400	-1.424318	-1.065762	-0.909256	0.273177	-0.800237	-4.154093	0.502567	0.649940	-0.076411	0.588455	-1.006675
chr2:5541400-5541600	-1.148171	-0.095359	0.171509	0.449133	1.068154	-0.318379	0.188529	-0.591955	-1.539952	0.450292	0.388615
chr14:49752400-49752600	-0.040958	-0.711531	0.166444	-0.121701	1.073547	-0.231502	0.656471	0.086217	-0.250257	0.329143	-1.172414
chrX:36902500-36902700	-0.286998	2.169772	-1.612233	-0.527851	-0.326904	0.403530	0.619981	-0.312688	-0.076411	-1.125173	-1.172414
chr12:85013400-85013600	-0.058689	-0.524240	-0.832128	-0.729486	1.085986	0.253389	-1.134501	-0.229020	1.560975	-0.408355	0.057138
chr18:70309300-70309500	0.052261	-0.304223	-0.970102	1.420887	0.198484	0.403530	-0.088162	1.321950	1.213283	-0.666695	-1.006675
chr16:14157000-14157200	-1.313368	-0.188968	-2.151526	-0.087651	1.209456	-0.273731	-1.450722	-0.178879	-0.076411	0.185520	0.057138
chr1:102945500-102945700	1.600819	1.454348	-0.025665	0.797579	-0.686685	0.403530	0.738146	0.758459	1.387129	-1.195200	-1.006675
chr5:29073800-29074000	-0.121801	-0.043617	1.341798	-0.885175	0.092963	0.403530	-1.089699	-0.850960	-0.076411	-0.933311	0.222877
chr10:42373300-42373500	-0.406814	-0.894934	-1.275243	0.645093	-0.783092	0.253389	0.808960	2.413240	1.213283	1.599597	-1.006675
chrX:151597300-151597500	0.235189	0.215151	0.841130	2.229029	0.932246	0.262698	-0.305640	-0.519343	-0.076411	-1.568101	0.222877
chr8:110025000-110025200	-1.148171	2.025541	-1.018956	1.250715	0.190529	0.394222	0.666907	0.002331	-0.076411	0.204083	0.057138
chr2:205661700-205661900	0.031020	0.704063	-0.833032	-0.676227	-0.436407	-0.225893	0.604686	-0.468451	-0.076411	-0.180420	0.057138
chr8:24245500-24245700	-0.854292	0.578988	-0.329508	0.327806	-1.529293	0.307345	2.248742	0.464881	-0.250257	0.199077	0.222877
chr4:161122500-161122700	-0.782315	-0.213767	1.008284	-1.495791	1.028653	0.490407	-0.109802	0.045895	-0.250257	0.797420	-2.070488
chr1:98315600-98315800	2.657295	0.435534	2.425806	2.295342	0.334393	0.403530	0.851416	0.630870	1.213283	-0.063019	1.286689
chrX:125722900-125723100	1.354778	-0.689818	1.636789	-0.495447	0.457862	0.403530	0.405329	-0.543426	-1.539952	1.090885	1.452428
chr13:30301700-30301900	1.168340	1.025254	1.472040	-1.018892	-1.027978	0.349574	-0.486262	-0.517928	-0.076411	1.681255	0.057138
chr18:56424800-56425000	0.133105	0.231498	0.512617	1.155391	-0.869712	0.394222	-1.022290	0.615079	-0.076411	1.198092	0.388615
chr1:185828300-185828500	-1.433184	0.112969	0.058155	0.356298	1.041092	0.394222	0.192364	0.209776	-0.250257	1.309422	1.618167
chr18:28892800-28893000	0.061127	-1.081442	0.531442	-1.438049	0.298347	0.349574	-1.107721	0.430091	1.213283	-0.410460	-1.006675
chr13:78045800-78046000	2.810116	0.218625	0.976939	0.477894	0.880603	0.349574	0.195347	0.135852	-0.076411	3.654449	0.554354
chr9:29423500-29423700	-1.718196	-0.602968	0.263979	0.030430	1.164561	0.403530	-0.354426	-0.185587	-0.250257	-0.284398	-1.006675
chr5:4789500-4789700	-0.223886	-0.411167	-0.286424	0.072960	-0.042946	0.253389	1.361544	-0.727416	-1.539952	-0.494240	0.222877
chr9:92444000-92444200	1.435622	-0.878428	-0.519149	0.960031	-0.822594	-3.836601	-2.004257	2.143802	1.213283	0.737544	-0.840936
chr2:213550400-213550600	0.700399	-0.891241	0.328093	2.376929	1.209456	-0.415950	0.539108	1.399149	-0.250257	-1.641929	0.388615
chr10:35182300-35182500	-0.389083	-1.373276	0.281370	1.858491	-0.822594	-0.462911	-0.346759	0.227646	-0.076411	-1.347605	0.222877
chr5:66939300-66939500	0.592180	0.760497	-0.251126	2.033150	-0.003444	0.262698	-0.876582	-0.056852	-0.250257	0.743317	-1.006675
chr2:169603700-169603900	-1.028355	-0.441113	0.533898	-0.187155	-1.163886	0.262698	-0.939892	-0.696319	-0.076411	-0.758581	0.057138
chr1:76696300-76696500	-0.982974	-0.032612	0.384886	0.878656	-0.030507	0.024294	0.559107	0.109984	-0.250257	0.315805	0.388615
chrX:113742200-113742400	0.502471	-1.110385	2.949019	0.372902	-0.737467	0.166512	1.333098	1.452942	0.097434	2.031066	0.388615
chr18:55434800-55435000	-0.232752	-1.881943	-0.412273	-0.554758	0.527337	0.307345	-0.544790	-0.985334	-0.250257	0.803474	0.057138
chr2:226594400-226594600	0.076401	-0.922449	-0.622640	-1.305368	-0.783092	0.403530	0.128824	0.473586	-0.250257	-0.676629	0.222877
chr3:124643800-124644000	0.043396	-0.103165	-1.109855	0.385607	0.321954	0.349574	0.441193	-0.528594	1.213283	1.218090	0.222877
chr11:39929100-39929300	0.217458	-0.856365	0.527743	-0.519576	0.298347	0.394222	-0.635306	1.005219	-0.250257	-0.093256	4.077271
chr15:91409200-91409400	-0.232752	1.106399	0.612022	-1.785195	1.085986	0.253389	-0.343097	-1.547882	-0.076411	0.485506	-0.108601
chr1:158750500-158750700	0.337274	-1.289602	2.258738	2.448321	0.744694	0.262698	-0.700564	0.131784	-0.076411	-0.145832	0.057138
chr21:22883300-22883500	1.078631	-0.494432	-0.285161	-0.589330	0.041451	0.307345	0.355861	0.896674	-0.250257	-0.586860	0.222877
chr9:4377700-4377900	-1.250256	-0.256405	-0.332491	2.565863	0.880603	0.024294	0.687972	0.023898	-1.539952	0.135627	-1.006675
chr9:101386600-101386800	-1.790174	-0.170366	-0.856527	0.171196	0.344311	0.403530	-1.792192	-0.573694	-0.076411	-2.184902	2.681980
chr10:16516300-16516500	-1.054952	-0.640728	-0.528681	-0.312477	-0.481302	0.403530	-2.321551	3.116483	-1.539952	1.189796	-1.006675
chr2:143270400-143270600	0.226324	-0.386492	-0.657357	0.312146	-0.783092	-0.273731	1.263844	1.741067	2.676824	0.321153	-1.172414
chr7:124443700-124443900	0.124239	0.251884	-0.086056	0.188597	1.273538	0.394222	1.659504	0.435379	-0.076411	1.137135	0.222877
chr6:139863600-139863800	1.657522	0.701289	0.403557	-0.672638	0.527337	0.165127	1.527864	-0.305472	-0.250257	-0.070596	0.388615
chr10:64182500-64182700	-1.331099	-1.184349	0.036919	-1.057062	-1.620307	-0.273731	-1.844462	-0.231727	-1.539952	-0.928294	0.057138
chr8:36907800-36908000	-0.215020	1.725435	1.075534	-0.074333	0.246835	-0.947802	0.612897	-0.037724	-0.250257	1.602345	1.618167
chr12:109756300-109756500	-0.058689	-0.920361	1.303404	0.155487	1.164561	0.166512	0.511544	-1.230285	1.213283	2.224976	-1.006675
chr2:13849200-13849400	-0.389083	0.160634	1.020406	2.281391	-0.481302	0.349574	-0.642609	-0.981528	-1.539952	0.447285	1.783906
chr5:117111100-117111300	1.426756	0.194382	0.906315	-1.519143	-0.874106	-1.373939	-1.456058	-0.216870	-0.076411	2.207907	0.057138
chr3:107277200-107277400	0.031020	-0.835840	0.372135	0.604980	1.028653	0.307345	-1.034186	0.409771	1.213283	1.068784	0.222877
chrX:87442000-87442200	0.328409	0.154946	-0.212465	0.035978	-0.777699	-0.062583	-1.471533	1.076599	1.387129	2.099685	-1.006675
chr7:64429800-64430000	-1.331099	-0.751158	0.055561	-0.009859	1.164561	0.403530	1.117619	-0.002101	-0.250257	-0.427337	-0.840936
chr1:106835800-106836000	-0.130667	0.984627	0.340481	-1.212850	0.186045	0.403530	-1.242075	1.270815	1.213283	-0.790301	-0.840936
chr2:50776500-50776700	-1.424318	0.041844	-1.450402	0.413214	-0.396175	0.394222	-1.703580	-0.194539	-1.539952	1.271198	-1.172414
chr21:14777200-14777400	-1.259121	-2.343676	-0.725654	-1.997077	0.932246	0.490407	-2.041163	-0.121857	-0.076411	0.734497	1.618167
chr12:39169500-39169700	-0.892600	0.425543	-0.018646	1.242728	-0.161902	-2.594030	0.505504	-0.049635	-0.072099	0.936229	-0.515963
chr3:23225200-23225400	-1.139305	2.353302	-0.622149	-0.316184	3.221191	0.262698	1.366538	0.040532	-0.076411	2.071974	1.618167
chr13:45267900-45268100	-0.076420	0.844634	0.091081	-1.485357	-0.396905	-0.177546	0.800935	-1.339770	-0.250257	-0.620849	1.618167
chr18:35726700-35726900	-0.580877	-0.219016	-1.752987	0.007418	1.505853	0.403530	1.092691	-1.810814	-0.250257	-0.439372	0.057138
chr4:160713000-160713200	1.435622	0.678246	0.297994	1.591595	0.321954	-0.225893	-0.127020	-1.216797	-1.539952	-0.287323	-0.840936
chr15:31768900-31769100	0.400386	-0.719168	-0.764421	0.613520	1.209456	0.349574	-0.875079	-0.939273	1.387129	-0.046027	2.681980
chr4:188062200-188062400	-1.241390	-0.759489	0.313268	-0.821498	1.164561	0.490407	-1.088117	-0.585834	-0.250257	0.166665	-1.006675
chr1:186370500-186370700	-0.854292	-0.778233	1.089697	-0.142823	-0.704750	0.253389	0.846957	1.642616	-1.713798	-0.732797	0.057138
chrX:99218000-99218200	-1.433184	-0.103936	0.383776	-0.631188	1.505853	0.490407	-0.198039	-1.899806	-1.539952	-1.329570	-1.006675
chr13:86264800-86265000	0.163212	1.210000	-0.064547	1.983962	0.572232	0.262698	1.144917	-0.311168	-0.076411	2.340552	0.554354
chr3:86326700-86326900	1.078631	-0.607453	-1.818755	-1.749068	-0.641791	0.403530	0.073817	-0.205255	1.213283	-0.058248	0.388615
chr6:108410600-108410800	-1.322233	0.299128	0.539228	-1.540456	-1.758284	0.262698	-0.340116	-0.026766	1.213283	-1.425771	-1.172414
chr21:38104200-38104400	-1.424318	-0.054295	0.211323	-0.153913	0.001949	0.349574	-1.097595	-0.481018	-0.250257	-0.201537	1.618167
chr2:207839300-207839500	-0.076420	-0.205745	0.797221	-0.355039	1.204063	0.394222	-0.388744	-0.741986	-0.076411	-1.183157	-0.840936
chr17:54168100-54168300	-1.259121	-0.328150	0.693017	-1.954987	-1.015539	0.490407	-1.386971	-1.022312	-0.076411	0.936617	-1.172414
chr6:164830300-164830500	0.565583	2.293503	0.406676	-1.144121	1.073547	0.166512	0.291908	1.074321	-0.250257	-0.733436	1.618167
chr4:97746100-97746300	0.040403	-0.164383	-0.926379	-0.299353	3.525683	0.466018	0.348979	1.471140	-1.176638	-0.587952	2.179542
