boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end
271	chr1	151770000	1395	3	151762149-151762168	151760000	-	151762149	151762168
271	chr1	151770000	1396	3	151762376-151762395	151760000	-	151762376	151762395
273	chr1	152770000	1404	7	152761831-152761850	152760000	-	152761831	152761850
273	chr1	152770000	1407	7	152765764-152765783	152760000	-	152765764	152765783
273	chr1	152770000	1408	7	152765883-152765902	152760000	+	152765883	152765902
273	chr1	152770000	1409	7	152766219-152766238	152760000	+	152766219	152766238
273	chr1	152770000	1410	7	152768336-152768355	152760000	-	152768336	152768355
274	chr1	153490000	1419	8	153487721-153487740	153480000	+	153487721	153487740
274	chr1	153490000	1420	8	153489215-153489234	153480000	-	153489215	153489234
275	chr1	153860000	1423	4	153850424-153850443	153850000	+	153850424	153850443
275	chr1	153860000	1425	4	153859648-153859667	153850000	+	153859648	153859667
277	chr1	154740000	1434	5	154732924-154732943	154730000	-	154732924	154732943
277	chr1	154740000	1438	5	154739091-154739110	154730000	+	154739091	154739110
278	chr1	155020000	1442	3	155013620-155013639	155010000	+	155013620	155013639
278	chr1	155020000	1443	3	155014619-155014638	155010000	-	155014619	155014638
280	chr1	155560000	1454	6	155557995-155558014	155550000	-	155557995	155558014
280	chr1	155560000	1455	6	155558812-155558831	155550000	+	155558812	155558831
282	chr1	156730000	1465	5	156721590-156721609	156720000	-	156721590	156721609
282	chr1	156730000	1466	5	156722830-156722849	156720000	-	156722830	156722849
283	chr1	157100000	1473	2	157099743-157099762	157090000	+	157099743	157099762
284	chr1	157550000	1478	3	157546756-157546775	157540000	+	157546756	157546775
286	chr1	158670000	1483	2	158664014-158664033	158660000	-	158664014	158664033
286	chr1	158670000	1484	2	158664718-158664737	158660000	+	158664718	158664737
288	chr1	160200000	1491	6	160194957-160194976	160190000	+	160194957	160194976
288	chr1	160200000	1492	6	160195826-160195845	160190000	+	160195826	160195845
288	chr1	160200000	1493	6	160197509-160197528	160190000	+	160197509	160197528
289	chr1	160740000	1496	4	160730552-160730571	160730000	+	160730552	160730571
290	chr1	160950000	1502	3	160940065-160940084	160940000	-	160940065	160940084
291	chr1	161320000	1509	4	161317448-161317467	161310000	-	161317448	161317467
292	chr1	161740000	1513	5	161735161-161735180	161730000	-	161735161	161735180
292	chr1	161740000	1515	5	161735912-161735931	161730000	-	161735912	161735931
292	chr1	161740000	1517	5	161737046-161737065	161730000	-	161737046	161737065
293	chr1	161990000	1520	3	161980620-161980639	161980000	+	161980620	161980639
293	chr1	161990000	1521	3	161982859-161982878	161980000	+	161982859	161982878
293	chr1	161990000	1522	3	161983690-161983709	161980000	+	161983690	161983709
294	chr1	162340000	1526	10	162333396-162333415	162330000	+	162333396	162333415
294	chr1	162340000	1528	10	162336815-162336834	162330000	-	162336815	162336834
294	chr1	162340000	1531	10	162337866-162337885	162330000	+	162337866	162337885
295	chr1	162750000	1537	3	162740671-162740690	162740000	-	162740671	162740690
297	chr1	163930000	1550	5	163920181-163920200	163920000	+	163920181	163920200
297	chr1	163930000	1554	5	163928862-163928881	163920000	-	163928862	163928881
298	chr1	164310000	1558	2	164308456-164308475	164300000	-	164308456	164308475
299	chr1	165190000	1562	6	165182773-165182792	165180000	-	165182773	165182792
299	chr1	165190000	1565	6	165185829-165185848	165180000	+	165185829	165185848
301	chr1	166400000	1573	6	166394058-166394077	166390000	-	166394058	166394077
301	chr1	166400000	1574	6	166395730-166395749	166390000	-	166395730	166395749
301	chr1	166400000	1575	6	166396083-166396102	166390000	-	166396083	166396102
301	chr1	166400000	1576	6	166396703-166396722	166390000	-	166396703	166396722
301	chr1	166400000	1578	6	166399482-166399501	166390000	-	166399482	166399501
302	chr1	166780000	1581	2	166773885-166773904	166770000	-	166773885	166773904
302	chr1	166780000	1582	2	166773978-166773997	166770000	-	166773978	166773997
305	chr1	167670000	1598	3	167668053-167668072	167660000	+	167668053	167668072
305	chr1	167670000	1599	3	167668605-167668624	167660000	-	167668605	167668624
305	chr1	167670000	1600	3	167669949-167669968	167660000	-	167669949	167669968
306	chr1	167940000	1603	5	167930032-167930051	167930000	+	167930032	167930051
306	chr1	167940000	1605	5	167932266-167932285	167930000	-	167932266	167932285
306	chr1	167940000	1607	5	167938385-167938404	167930000	-	167938385	167938404
308	chr1	169510000	1616	2	169503370-169503389	169500000	+	169503370	169503389
309	chr1	169930000	1619	4	169921768-169921787	169920000	+	169921768	169921787
309	chr1	169930000	1620	4	169922086-169922105	169920000	-	169922086	169922105
309	chr1	169930000	1621	4	169922273-169922292	169920000	+	169922273	169922292
310	chr1	170210000	1626	4	170207898-170207917	170200000	+	170207898	170207917
310	chr1	170210000	1627	4	170208360-170208379	170200000	+	170208360	170208379
312	chr1	170870000	1640	5	170867563-170867582	170860000	-	170867563	170867582
313	chr1	171080000	1643	10	171070422-171070441	171070000	-	171070422	171070441
313	chr1	171080000	1645	10	171072154-171072173	171070000	-	171072154	171072173
313	chr1	171080000	1646	10	171073319-171073338	171070000	+	171073319	171073338
313	chr1	171080000	1650	10	171078043-171078062	171070000	-	171078043	171078062
313	chr1	171080000	1652	10	171079768-171079787	171070000	-	171079768	171079787
314	chr1	171520000	1660	7	171515763-171515782	171510000	-	171515763	171515782
315	chr1	172030000	1664	7	172022472-172022491	172020000	+	172022472	172022491
315	chr1	172030000	1665	7	172022667-172022686	172020000	+	172022667	172022686
315	chr1	172030000	1666	7	172026822-172026841	172020000	+	172026822	172026841
315	chr1	172030000	1667	7	172027177-172027196	172020000	-	172027177	172027196
316	chr1	172380000	1673	4	172371456-172371475	172370000	-	172371456	172371475
316	chr1	172380000	1674	4	172373680-172373699	172370000	-	172373680	172373699
316	chr1	172380000	1675	4	172376815-172376834	172370000	-	172376815	172376834
316	chr1	172380000	1676	4	172377028-172377047	172370000	-	172377028	172377047
319	chr1	174590000	1685	1	174582324-174582343	174580000	+	174582324	174582343
321	chr1	175610000	1688	4	175602432-175602451	175600000	+	175602432	175602451
321	chr1	175610000	1689	4	175603532-175603551	175600000	-	175603532	175603551
321	chr1	175610000	1690	4	175607919-175607938	175600000	+	175607919	175607938
321	chr1	175610000	1691	4	175608016-175608035	175600000	+	175608016	175608035
323	chr1	176220000	1698	4	176213053-176213072	176210000	-	176213053	176213072
323	chr1	176220000	1699	4	176216521-176216540	176210000	+	176216521	176216540
323	chr1	176220000	1701	4	176218409-176218428	176210000	+	176218409	176218428
325	chr1	177260000	1705	5	177252895-177252914	177250000	-	177252895	177252914
325	chr1	177260000	1706	5	177256197-177256216	177250000	+	177256197	177256216
325	chr1	177260000	1708	5	177258660-177258679	177250000	-	177258660	177258679
325	chr1	177260000	1709	5	177259137-177259156	177250000	+	177259137	177259156
326	chr1	177810000	1715	5	177808554-177808573	177800000	+	177808554	177808573
326	chr1	177810000	1716	5	177808698-177808717	177800000	-	177808698	177808717
327	chr1	178510000	1720	2	178504156-178504175	178500000	+	178504156	178504175
328	chr1	179160000	1723	4	179150155-179150174	179150000	+	179150155	179150174
328	chr1	179160000	1724	4	179151724-179151743	179150000	+	179151724	179151743
328	chr1	179160000	1726	4	179157503-179157522	179150000	-	179157503	179157522
329	chr1	179480000	1734	9	179475833-179475852	179470000	-	179475833	179475852
329	chr1	179480000	1736	9	179477243-179477262	179470000	-	179477243	179477262
330	chr1	179850000	1742	7	179845047-179845066	179840000	-	179845047	179845066
330	chr1	179850000	1745	7	179847882-179847901	179840000	+	179847882	179847901
331	chr1	180250000	1750	6	180241576-180241595	180240000	-	180241576	180241595
331	chr1	180250000	1751	6	180246655-180246674	180240000	+	180246655	180246674
331	chr1	180250000	1752	6	180246846-180246865	180240000	-	180246846	180246865
331	chr1	180250000	1753	6	180247247-180247266	180240000	+	180247247	180247266
332	chr1	180820000	1757	8	180811093-180811112	180810000	-	180811093	180811112
332	chr1	180820000	1758	8	180811822-180811841	180810000	+	180811822	180811841
332	chr1	180820000	1760	8	180814624-180814643	180810000	-	180814624	180814643
332	chr1	180820000	1763	8	180817862-180817881	180810000	-	180817862	180817881
334	chr1	181890000	1769	14	181881074-181881093	181880000	-	181881074	181881093
334	chr1	181890000	1770	14	181881788-181881807	181880000	-	181881788	181881807
334	chr1	181890000	1771	14	181882454-181882473	181880000	+	181882454	181882473
334	chr1	181890000	1772	14	181882543-181882562	181880000	+	181882543	181882562
334	chr1	181890000	1775	14	181884266-181884285	181880000	+	181884266	181884285
334	chr1	181890000	1778	14	181887696-181887715	181880000	+	181887696	181887715
334	chr1	181890000	1779	14	181888252-181888271	181880000	-	181888252	181888271
334	chr1	181890000	1782	14	181889330-181889349	181880000	+	181889330	181889349
335	chr1	182140000	1785	5	182130587-182130606	182130000	-	182130587	182130606
335	chr1	182140000	1788	5	182136166-182136185	182130000	-	182136166	182136185
336	chr1	182560000	1794	6	182554160-182554179	182550000	+	182554160	182554179
336	chr1	182560000	1795	6	182555561-182555580	182550000	-	182555561	182555580
336	chr1	182560000	1797	6	182558124-182558143	182550000	-	182558124	182558143
337	chr1	183000000	1800	4	182990675-182990694	182990000	-	182990675	182990694
337	chr1	183000000	1801	4	182990755-182990774	182990000	+	182990755	182990774
338	chr1	183300000	1811	6	183299009-183299028	183290000	-	183299009	183299028
339	chr1	183440000	1814	8	183432821-183432840	183430000	-	183432821	183432840
339	chr1	183440000	1820	8	183439185-183439204	183430000	-	183439185	183439204
339	chr1	183440000	1821	8	183439342-183439361	183430000	-	183439342	183439361
340	chr1	184260000	1824	6	184250129-184250148	184250000	-	184250129	184250148
340	chr1	184260000	1826	6	184251605-184251624	184250000	+	184251605	184251624
340	chr1	184260000	1829	6	184259975-184259994	184250000	+	184259975	184259994
341	chr1	184800000	1832	6	184790806-184790825	184790000	+	184790806	184790825
341	chr1	184800000	1833	6	184791293-184791312	184790000	-	184791293	184791312
342	chr1	185210000	1841	5	185205540-185205559	185200000	+	185205540	185205559
343	chr1	185540000	1847	8	185531618-185531637	185530000	-	185531618	185531637
343	chr1	185540000	1848	8	185533376-185533395	185530000	+	185533376	185533395
343	chr1	185540000	1852	8	185537988-185538007	185530000	+	185537988	185538007
344	chr1	186130000	1857	6	186120914-186120933	186120000	-	186120914	186120933
344	chr1	186130000	1858	6	186121460-186121479	186120000	-	186121460	186121479
344	chr1	186130000	1859	6	186122656-186122675	186120000	-	186122656	186122675
344	chr1	186130000	1860	6	186123559-186123578	186120000	-	186123559	186123578
344	chr1	186130000	1861	6	186125292-186125311	186120000	-	186125292	186125311
344	chr1	186130000	1862	6	186125514-186125533	186120000	-	186125514	186125533
346	chr1	187400000	1867	3	187391856-187391875	187390000	+	187391856	187391875
347	chr1	188010000	1872	2	188006427-188006446	188000000	-	188006427	188006446
347	chr1	188010000	1873	2	188006775-188006794	188000000	+	188006775	188006794
348	chr1	188980000	1876	3	188970542-188970561	188970000	+	188970542	188970561
348	chr1	188980000	1877	3	188976490-188976509	188970000	+	188976490	188976509
349	chr1	189260000	1884	8	189255613-189255632	189250000	+	189255613	189255632
349	chr1	189260000	1885	8	189255716-189255735	189250000	-	189255716	189255735
349	chr1	189260000	1886	8	189256297-189256316	189250000	-	189256297	189256316
349	chr1	189260000	1888	8	189259702-189259721	189250000	+	189259702	189259721
350	chr1	189640000	1895	6	189632787-189632806	189630000	+	189632787	189632806
351	chr1	190180000	1899	3	190174854-190174873	190170000	+	190174854	190174873
351	chr1	190180000	1900	3	190177606-190177625	190170000	+	190177606	190177625
352	chr1	190810000	1904	2	190800182-190800201	190800000	-	190800182	190800201
352	chr1	190810000	1905	2	190800312-190800331	190800000	+	190800312	190800331
353	chr1	191310000	1909	7	191301789-191301808	191300000	-	191301789	191301808
354	chr1	191580000	1918	5	191570592-191570611	191570000	+	191570592	191570611
354	chr1	191580000	1921	5	191576156-191576175	191570000	+	191576156	191576175
355	chr1	191830000	1924	7	191821577-191821596	191820000	+	191821577	191821596
355	chr1	191830000	1926	7	191824769-191824788	191820000	+	191824769	191824788
355	chr1	191830000	1929	7	191827749-191827768	191820000	+	191827749	191827768
356	chr1	192150000	1937	7	192147498-192147517	192140000	+	192147498	192147517
357	chr1	192730000	1942	3	192722342-192722361	192720000	-	192722342	192722361
357	chr1	192730000	1944	3	192727157-192727176	192720000	+	192727157	192727176
358	chr1	193140000	1947	7	193130320-193130339	193130000	-	193130320	193130339
359	chr1	193400000	1959	4	193396449-193396468	193390000	-	193396449	193396468
363	chr2	3850000	1979	4	3840133-3840152	3840000	-	3840133	3840152
364	chr2	4500000	1986	3	4492729-4492748	4490000	-	4492729	4492748
364	chr2	4500000	1987	3	4499397-4499416	4490000	+	4499397	4499416
365	chr2	4660000	1990	4	4652199-4652218	4650000	-	4652199	4652218
366	chr2	4890000	1996	2	4882004-4882023	4880000	+	4882004	4882023
367	chr2	5020000	2000	1	5019518-5019537	5010000	+	5019518	5019537
369	chr2	5950000	2003	10	5940182-5940201	5940000	+	5940182	5940201
369	chr2	5950000	2004	10	5942968-5942987	5940000	-	5942968	5942987
369	chr2	5950000	2009	10	5947337-5947356	5940000	+	5947337	5947356
370	chr2	6190000	2015	1	6189239-6189258	6180000	+	6189239	6189258
371	chr2	6470000	2020	7	6465511-6465530	6460000	-	6465511	6465530
371	chr2	6470000	2023	7	6469345-6469364	6460000	-	6469345	6469364
373	chr2	8670000	2032	3	8668773-8668792	8660000	+	8668773	8668792
374	chr2	9890000	2035	6	9881056-9881075	9880000	+	9881056	9881075
374	chr2	9890000	2036	6	9881945-9881964	9880000	-	9881945	9881964
374	chr2	9890000	2037	6	9883961-9883980	9880000	+	9883961	9883980
374	chr2	9890000	2038	6	9885560-9885579	9880000	+	9885560	9885579
375	chr2	10060000	2045	3	10059541-10059560	10050000	-	10059541	10059560
376	chr2	10390000	2049	4	10381731-10381750	10380000	+	10381731	10381750
376	chr2	10390000	2051	4	10388508-10388527	10380000	+	10388508	10388527
379	chr2	11590000	2065	8	11584161-11584180	11580000	-	11584161	11584180
379	chr2	11590000	2067	8	11584565-11584584	11580000	-	11584565	11584584
382	chr2	13280000	2085	6	13271205-13271224	13270000	-	13271205	13271224
382	chr2	13280000	2086	6	13275328-13275347	13270000	+	13275328	13275347
382	chr2	13280000	2090	6	13278190-13278209	13270000	+	13278190	13278209
383	chr2	13600000	2093	1	13597204-13597223	13590000	-	13597204	13597223
386	chr2	14730000	2103	6	14721814-14721833	14720000	+	14721814	14721833
388	chr2	15830000	2113	3	15821976-15821995	15820000	-	15821976	15821995
389	chr2	16360000	2117	4	16356375-16356394	16350000	-	16356375	16356394
389	chr2	16360000	2118	4	16357019-16357038	16350000	+	16357019	16357038
389	chr2	16360000	2119	4	16357461-16357480	16350000	+	16357461	16357480
389	chr2	16360000	2120	4	16359529-16359548	16350000	+	16359529	16359548
390	chr2	17420000	2123	4	17410330-17410349	17410000	+	17410330	17410349
390	chr2	17420000	2125	4	17415562-17415581	17410000	-	17415562	17415581
391	chr2	17850000	2129	7	17842151-17842170	17840000	-	17842151	17842170
391	chr2	17850000	2132	7	17844916-17844935	17840000	+	17844916	17844935
391	chr2	17850000	2135	7	17849479-17849498	17840000	+	17849479	17849498
392	chr2	18230000	2138	1	18221059-18221078	18220000	-	18221059	18221078
393	chr2	18700000	2140	2	18692148-18692167	18690000	-	18692148	18692167
393	chr2	18700000	2141	2	18694634-18694653	18690000	-	18694634	18694653
394	chr2	19390000	2146	3	19387212-19387231	19380000	-	19387212	19387231
395	chr2	19700000	2149	3	19691331-19691350	19690000	+	19691331	19691350
396	chr2	19960000	2154	2	19952451-19952470	19950000	-	19952451	19952470
398	chr2	20810000	2165	5	20802486-20802505	20800000	+	20802486	20802505
398	chr2	20810000	2166	5	20803536-20803555	20800000	+	20803536	20803555
398	chr2	20810000	2167	5	20805787-20805806	20800000	-	20805787	20805806
398	chr2	20810000	2169	5	20809224-20809243	20800000	+	20809224	20809243
399	chr2	21280000	2172	1	21279192-21279211	21270000	+	21279192	21279211
400	chr2	21930000	2175	6	21923437-21923456	21920000	-	21923437	21923456
400	chr2	21930000	2178	6	21927843-21927862	21920000	-	21927843	21927862
404	chr2	24290000	2192	1	24282111-24282130	24280000	+	24282111	24282130
405	chr2	24800000	2194	5	24791514-24791533	24790000	-	24791514	24791533
405	chr2	24800000	2195	5	24792916-24792935	24790000	+	24792916	24792935
405	chr2	24800000	2196	5	24794226-24794245	24790000	+	24794226	24794245
405	chr2	24800000	2197	5	24794753-24794772	24790000	+	24794753	24794772
406	chr2	25610000	2201	4	25600348-25600367	25600000	-	25600348	25600367
406	chr2	25610000	2202	4	25603109-25603128	25600000	+	25603109	25603128
406	chr2	25610000	2203	4	25604936-25604955	25600000	+	25604936	25604955
407	chr2	26640000	2207	8	26632908-26632927	26630000	+	26632908	26632927
407	chr2	26640000	2208	8	26633603-26633622	26630000	+	26633603	26633622
