# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2
chrX:41700400-41700600	0.328771	0.726868
chr7:75674000-75674200	0.163594	-0.621450
chr17:48292100-48292300	0.163594	-1.011464
chr5:163978500-163978700	0.493948	-1.426823
chr20:29472400-29472600	0.163594	1.917115
chr12:90845900-90846100	-1.392143	0.257089
chr2:206212200-206212400	0.163594	-0.493443
chr21:16291000-16291200	-2.287173	-0.385692
chr11:104051800-104052000	-0.896612	-0.461720
chr1:166562300-166562500	-1.061789	-0.991341
chr2:156627200-156627400	1.554155	-1.508268
chr12:64672000-64672200	0.163594	-0.298972
chr1:232255300-232255500	-0.896612	0.262457
chr4:47317300-47317500	-0.001583	0.641104
chr3:178638800-178639000	1.554155	0.539939
chr2:137153100-137153300	-1.226966	0.008586
chr3:44323200-44323400	0.163594	-2.016432
chr13:93109600-93109800	-1.226966	-0.670744
chr8:79547900-79548100	-0.001583	-0.925728
chr3:99103500-99103700	-1.061789	-0.192009
chr7:125837300-125837500	2.944715	-0.550098
chr10:36991200-36991400	1.388978	1.399630
chr4:34518300-34518500	0.163594	0.214698
chr2:152653800-152654000	-1.392143	-1.868100
chr2:159843400-159843600	-1.061789	-2.387507
chr4:84274800-84275000	-1.226966	-1.359250
chr18:41050100-41050300	0.163594	1.314996
chr18:57004600-57004800	-1.226966	1.277719
chr4:167961300-167961500	-0.896612	2.867153
chr2:198079300-198079500	0.163594	2.349778
chr14:99399600-99399800	0.163594	-1.039100
chr2:225090400-225090600	-0.001583	0.859208
chrX:107191700-107191900	0.328771	-0.278641
chr11:127741700-127741900	0.493948	-0.087478
chr4:93238600-93238800	1.388978	-0.011231
chr4:117723800-117724000	0.163594	-0.410794
chr4:1444400-1444600	0.163594	0.869048
chr13:107583100-107583300	-0.001583	-0.496463
chr4:173680800-173681000	1.719332	-1.473389
chr8:31809300-31809500	2.779538	-0.735344
chr6:8393500-8393700	1.388978	2.028464
chr2:6176300-6176500	-1.061789	-0.552208
chr3:37418100-37418300	0.163594	1.375938
chr6:63686200-63686400	-0.896612	0.061100
chr1:176083100-176083300	0.163594	-0.109407
chr17:58444800-58445000	1.554155	0.751856
chr3:32909000-32909200	1.554155	0.741827
chr14:41525400-41525600	0.328771	2.445514
chr10:127673500-127673700	-0.001583	-0.944408
chrX:6568700-6568900	-0.001583	-0.751832
chr9:12201300-12201500	-1.061789	0.759639
chr1:112084000-112084200	-1.061789	0.072151
chr11:106554400-106554600	1.388978	2.324181
chr18:35567200-35567400	-0.001583	-0.174512
chr6:145226100-145226300	-1.226966	-2.535474
chr8:91676900-91677100	-1.061789	-0.737598
chr4:32713000-32713200	0.163594	-0.345081
chr16:24963700-24963900	0.328771	1.593970
chr3:152471600-152471800	0.163594	0.338537
chr11:34876000-34876200	1.554155	-1.542914
chr3:2398100-2398300	0.163594	0.863787
chr7:94544500-94544700	1.554155	-0.351245
chrX:95041300-95041500	1.388978	0.765565
chr2:143260100-143260300	-0.001583	0.123165
chr14:29624400-29624600	-0.001583	-0.776701
chr5:23975700-23975900	0.328771	0.212779
chr5:111010000-111010200	-0.001583	-1.486893
chr13:34678400-34678600	-0.001583	0.298670
chr4:94181800-94182000	0.163594	-0.798031
chr4:147939400-147939600	0.163594	-0.196919
chr7:118642100-118642300	1.388978	-0.641371
chr18:15360000-15360200	-1.061789	0.085823
chr13:86672800-86673000	1.554155	-0.743056
chr9:9240700-9240900	-0.001583	2.554816
chr10:27982100-27982300	0.328771	-0.794654
chr13:46647200-46647400	0.163594	-2.028042
chr15:49788500-49788700	-0.001583	-0.326608
chr6:65350500-65350700	0.163594	-0.055042
chr2:214117700-214117900	0.163594	0.062823
chr3:79814100-79814300	0.163594	-0.031475
chr5:98621500-98621700	0.163594	-0.939846
chr2:173418100-173418300	0.163594	-0.520641
chr4:47364600-47364800	-1.061789	0.712384
chrX:27055900-27056100	-1.226966	1.361299
chr5:90621300-90621500	-1.061789	-1.809029
chr6:63088700-63088900	-0.001583	-0.614456
chr18:68360000-68360200	-0.001583	-1.498071
chr3:95384100-95384300	-1.061789	-1.804604
chr3:63420000-63420200	-1.061789	0.317170
chr11:69547300-69547500	0.163594	0.828604
chr4:23979100-23979300	0.163594	1.246607
chr5:43701800-43702000	1.554155	0.671892
chr13:91810200-91810400	0.163594	-0.345434
chr4:111620600-111620800	0.163594	0.029406
chrX:51132000-51132200	-1.226966	-0.559770
chr16:25631900-25632100	0.328771	0.043438
chr7:113678800-113679000	-0.001583	-0.355688
chrX:118121900-118122100	-0.896612	1.013458
chr2:155136600-155136800	0.163594	-0.102560
chr4:164080400-164080600	-1.061789	2.251786
chr5:30562800-30563000	0.163594	0.396520
chr6:92431300-92431500	-1.061789	-0.147358
chr2:123020500-123020700	0.163594	-1.106244
chr5:104771000-104771200	0.163594	-0.686665
chr4:34304100-34304300	-0.001583	-1.573425
chr1:90644700-90644900	-0.001583	1.539506
chr4:72814900-72815100	1.554155	1.686962
chr3:156618100-156618300	-1.226966	-1.813207
chr18:76856500-76856700	-0.001583	2.084892
chr7:16939000-16939200	1.554155	0.564265
chr11:96242200-96242400	0.163594	0.001224
chr12:86234000-86234200	0.163594	1.290360
chr22:28431400-28431600	-1.226966	0.717325
chr4:167821200-167821400	-1.061789	-0.351245
chr5:95312000-95312200	-1.061789	0.515366
chr7:15365800-15366000	-1.061789	-0.050295
chr8:49241300-49241500	0.163594	-0.487557
chr8:99334100-99334300	-1.061789	-0.450965
chr9:9721200-9721400	0.163594	2.444568
chr3:175522200-175522400	0.328771	-2.006557
chr8:98722000-98722200	-0.896612	2.617734
chr5:13641900-13642100	-1.061789	-0.022055
chr4:118189500-118189700	0.163594	-0.587041
chr16:86886500-86886700	0.328771	-1.537875
chr12:78749200-78749400	-0.896612	1.184153
chr10:118765500-118765700	-2.452349	0.326217
chr9:71284200-71284400	-0.001583	1.375938
chr6:139671100-139671300	-0.001583	1.697104
chr7:43689900-43690100	1.388978	1.272978
chr8:113613600-113613800	-0.731435	0.003583
chr1:234390400-234390600	0.163594	-0.535075
chr5:24234900-24235100	0.163594	1.437869
chr4:115370000-115370200	1.388978	-0.024261
chr2:190075700-190075900	0.163594	1.505591
chr3:86027000-86027200	0.328771	1.585316
chr7:127110500-127110700	-0.001583	0.779179
chr13:95609500-95609700	0.163594	1.337797
chr1:184856400-184856600	-1.392143	0.029406
chr2:57887200-57887400	-1.061789	-0.385716
chr6:17563200-17563400	-1.392143	0.290449
chr11:97010700-97010900	-1.061789	-1.173221
chr14:87975200-87975400	-1.061789	-0.742418
chr8:24969600-24969800	-1.392143	-0.645102
chr7:140184300-140184500	-1.226966	1.563931
chr1:176729100-176729300	1.388978	-0.530172
chr21:16110700-16110900	-2.287173	1.604778
chr16:36115100-36115300	-1.226966	1.036006
chr11:30642400-30642600	1.388978	0.553753
chr4:149488000-149488200	0.163594	0.287334
chr6:67762500-67762700	1.554155	0.717255
chr20:52785300-52785500	0.163594	-1.092563
chr21:24412000-24412200	1.388978	-0.326608
chr4:147443000-147443200	0.163594	-0.008290
chr14:78680000-78680200	-0.001583	0.320875
chr10:29953700-29953900	2.944715	-0.641092
chr21:19248200-19248400	-0.896612	1.697104
chr2:65627000-65627200	0.163594	0.826926
chr6:27015400-27015600	0.163594	1.937368
chrX:31556800-31557000	0.328771	0.557501
chr2:13856600-13856800	1.554155	-0.724665
chr3:106839300-106839500	-0.001583	0.720981
chr12:73915400-73915600	-1.226966	0.181039
chr4:168287500-168287700	-1.061789	-0.183469
chr19:52145000-52145200	1.388978	-0.384232
chr13:94271900-94272100	0.163594	-0.207835
chr16:59824500-59824700	1.554155	0.203421
chr2:187798000-187798200	0.163594	-0.448462
chr3:181819500-181819700	-0.896612	0.906967
chr1:85206900-85207100	0.163594	-1.731332
chr6:29039900-29040100	2.779538	-0.858282
chr4:92018000-92018200	-1.061789	0.029308
chr7:39036300-39036500	1.388978	-1.582743
chr8:113508500-113508700	0.163594	-0.998750
chr10:15542500-15542700	-1.226966	-0.218072
chr5:99814800-99815000	1.388978	-0.859008
chr8:40810000-40810200	-1.061789	0.291337
chr4:93049900-93050100	1.554155	0.046251
chr4:177758800-177759000	0.163594	0.760671
chr5:91874400-91874600	0.163594	1.919986
chr7:119491400-119491600	0.163594	-0.295553
chrX:78094400-78094600	0.328771	-0.617904
chr8:64842800-64843000	0.163594	1.036843
chr7:17634000-17634200	1.388978	2.528099
chr3:56014900-56015100	1.554155	-0.196481
chr5:103058300-103058500	0.163594	0.574005
chr17:58780500-58780700	-0.001583	-0.230795
chr4:119072300-119072500	0.163594	0.006002
chr8:5889300-5889500	-0.001583	-0.135237
chr10:21828800-21829000	-1.226966	1.283936
chr13:37630600-37630800	0.163594	0.599011
chr18:78264500-78264700	-2.452349	-0.418967
chr3:174950400-174950600	-0.001583	2.548310
chr5:70600000-70600200	-0.001583	-0.599092
chrY:18766000-18766200	-1.061789	-1.401634
chr12:23251100-23251300	-0.896612	1.006886
chr7:11113500-11113700	-0.001583	0.026515
chr2:133529600-133529800	1.388978	-1.297748
chr8:113753600-113753800	-1.226966	1.734298
chrY:21925900-21926100	-1.226966	-1.595350
chr17:58811300-58811500	-1.226966	-0.826122
chr13:82519500-82519700	-1.226966	-0.696425
chr2:60347500-60347700	1.388978	1.559349
chr10:55503500-55503700	-1.061789	-0.497130
chr18:23022700-23022900	0.163594	1.639992
chr19:36547800-36548000	1.388978	-0.904687
chr1:71226200-71226400	-1.226966	2.324181
chr7:5197400-5197600	0.163594	1.527924
chr12:79923300-79923500	0.163594	-0.552208
chr16:61193400-61193600	-0.896612	-0.006373
chr5:129203500-129203700	-0.001583	-0.130516
chr6:156939900-156940100	1.554155	-0.446520
chr12:18225200-18225400	1.388978	-0.442757
chr20:7698900-7699100	0.163594	-0.059820
chr4:174472700-174472900	1.388978	-0.874536
chr3:110380800-110381000	0.163594	-0.100422
chr7:11961200-11961400	0.328771	0.604867
chr5:93344800-93345000	1.388978	-0.416605
chr2:12235900-12236100	-0.001583	1.967745
chr18:4815000-4815200	1.554155	1.404615
chr12:16373400-16373600	0.163594	-0.887994
chr12:53020800-53021000	0.163594	-1.455036
chr4:100641200-100641400	0.328771	-0.613151
chr3:41020100-41020300	0.328771	-1.011464
chr4:123096600-123096800	0.163594	-0.111192
chr2:76198800-76199000	-1.226966	-1.329682
chr1:117276500-117276700	1.388978	-0.418967
chr7:81447300-81447500	0.328771	0.076576
chr5:65449100-65449300	1.719332	-0.438040
chr12:71414900-71415100	0.163594	0.899246
chr1:147401600-147401800	1.388978	0.588105
chr10:34299700-34299900	2.779538	1.155420
chr3:144042700-144042900	1.388978	-0.551700
chr6:130894700-130894900	-0.896612	-0.869687
chr2:222135200-222135400	-1.392143	-0.160589
chr1:18755100-18755300	-1.061789	-1.052907
chr21:17507300-17507500	-1.061789	-1.302863
chr15:99869400-99869600	0.163594	1.113838
chr1:192591300-192591500	-1.061789	-1.374766
chr9:92345800-92346000	-1.061789	0.323854
chr10:89923600-89923800	-0.896612	-1.592194
chr3:107262200-107262400	1.388978	1.424982
chr16:30244700-30244900	0.328771	-0.117073
chr10:125841500-125841700	0.163594	0.292615
chr1:102227900-102228100	0.163594	-0.182660
chr6:19122000-19122200	0.163594	-0.638946
chr7:9495200-9495400	-0.896612	0.030723
chr17:65845600-65845800	1.388978	-0.017098
chr17:14035700-14035900	-1.226966	0.501003
chr3:30406200-30406400	0.163594	0.115131
chrX:13157900-13158100	0.163594	-0.665355
chr10:64789700-64789900	-2.452349	2.238336
chr14:88712500-88712700	0.163594	-0.222271
chr4:183133800-183134000	-0.981522	-1.600192
chr11:76954300-76954500	0.525655	-0.280872
chr10:55422300-55422500	-0.821501	-0.542018
chr10:52668200-52668400	0.525655	0.755766
chr17:39300700-39300900	0.365634	1.001325
chr11:82994900-82995100	0.365634	-0.991365
chr7:68011300-68011500	1.712790	1.255047
chrX:111526500-111526700	0.525655	-1.513936
chr1:107429600-107429800	0.525655	0.385382
chr3:148272800-148273000	-2.008636	0.111761
chr16:70856000-70856200	-0.341437	1.653591
chr13:60911600-60911800	1.719332	-0.683045
chr18:11191400-11191600	0.525655	-0.319419
chr11:6935600-6935800	0.328771	-0.510825
chr8:110126200-110126400	-0.821501	-1.225434
chr14:97511100-97511300	0.685677	-0.878269
chr10:86236200-86236400	-0.821501	2.010419
chr3:2957300-2957500	0.685677	-0.933893
chr6:70068200-70068400	-0.001583	0.549461
chr3:7443200-7443400	-0.821501	-0.338816
chr12:290700-290900	0.525655	-0.328507
chr8:36148400-36148600	-0.501459	-0.401046
chr11:40642500-40642700	-1.061789	-0.085389
chr19:56810100-56810300	-0.821501	2.171549
chr11:117057000-117057200	0.525655	-0.115138
chr5:67779200-67779400	-0.661480	-0.040447
chr2:209112300-209112500	-0.821501	-1.400943
chr11:10251300-10251500	-0.661480	0.053814
chr4:74352100-74352300	-0.896612	-0.805781
chr5:67016500-67016700	-0.501459	-0.145538
chr12:23596700-23596900	0.163594	2.449939
chr12:55482100-55482300	-0.661480	2.032234
chr9:83103600-83103800	0.525655	0.093569
chr2:208960000-208960200	0.365634	0.214459
chr15:97067000-97067200	-0.661480	0.853868
chr8:136738200-136738400	-2.008636	-0.993327
chr7:38813500-38813700	3.219968	-0.687792
chr18:29125200-29125400	-2.121996	0.140241
chr11:40740600-40740800	0.525655	1.329687
chr3:62099200-62099400	-0.501459	-0.577527
chrX:57799100-57799300	1.712790	-0.375659
chr3:176285800-176286000	-2.452349	0.345141
chr6:108061900-108062100	2.032833	0.828488
chr17:60736200-60736400	0.525655	2.784298
chr19:7008500-7008700	0.525655	2.549024
chr1:219210800-219211000	-2.008636	0.643161
chr3:105667300-105667500	0.525655	0.734226
chr4:73815400-73815600	0.525655	-1.202504
chrX:3987900-3988100	-0.821501	1.004674
chr1:194677700-194677900	0.685677	0.013384
chr20:18263100-18263300	0.525655	0.338616
chr13:46376000-46376200	0.365634	-0.900616
chr13:68568800-68569000	1.388978	0.613598
chr9:22258600-22258800	-0.661480	-1.022545
chr18:21193700-21193900	-0.501459	-2.315281
chr2:52382000-52382200	-0.661480	-1.144499
chr2:155424300-155424500	0.163594	-0.286807
chr4:109191700-109191900	-0.821501	-0.620873
chr10:105335800-105336000	-0.501459	-0.347758
chrX:132901200-132901400	0.365634	-1.398041
chr20:7989200-7989400	0.365634	-1.767548
chr2:194609100-194609300	-2.168658	0.142707
chr1:160812600-160812800	0.365634	-0.428623
chr15:49791500-49791700	-0.661480	-0.563038
chr12:105715300-105715500	0.685677	2.217791
chr2:147753000-147753200	-1.848615	0.539402
chr4:180435000-180435200	-0.661480	-2.535625
chr9:18415800-18416000	0.685677	-0.339354
chr1:23289900-23290100	4.407103	0.645788
chr6:124376500-124376700	-1.848615	-1.497105
chr20:21635400-21635600	0.365634	-0.212419
chr3:164449700-164449900	0.365634	1.122563
chrX:41569000-41569200	-0.661480	-0.412813
chr11:127389500-127389700	0.525655	-1.516586
chr4:177421300-177421500	0.525655	-1.543313
chr18:56616100-56616300	0.365634	-0.073782
chr15:46786800-46787000	-0.981522	-1.245373
chr3:110856200-110856400	0.365634	2.697928
chr4:15685100-15685300	1.712790	0.044839
chr1:79518900-79519100	-0.661480	-0.253665
chr2:115907900-115908100	0.525655	-0.644625
chr2:162483200-162483400	-0.001583	-1.194733
chr22:11833400-11833600	0.685677	0.492715
chr17:66773400-66773600	1.712790	-2.110952
chrX:63336400-63336600	-0.661480	0.480527
chr12:83619400-83619600	0.525655	1.018680
chr1:176336800-176337000	-1.688594	-0.808852
chr6:101623100-101623300	-0.661480	0.473038
chr10:64887100-64887300	1.872812	0.900694
chr3:130592800-130593000	-0.821501	1.172025
chr1:186322200-186322400	-2.008636	1.114864
chr12:23134300-23134500	0.365634	0.555167
chr5:52106000-52106200	-0.661480	1.874849
chr3:111853300-111853500	-0.501459	-0.155748
chr6:53291500-53291700	0.525655	-1.281597
chr2:125258300-125258500	-0.661480	-0.572488
chr1:151152900-151153100	-0.821501	2.526018
chr1:174447500-174447700	-2.168658	-0.674667
chr2:77813200-77813400	0.525655	-1.281689
chr1:93982500-93982700	-0.661480	0.589337
chr1:36549800-36550000	-0.661480	-0.834387
chr10:65826700-65826900	-0.981522	0.168878
chrX:21617500-21617700	-0.821501	-0.313783
chr14:47360300-47360500	0.525655	0.469114
chr10:130526900-130527100	0.365634	-0.889078
chr16:9782100-9782300	-1.061789	1.169179
chr5:146295500-146295700	0.845698	0.181595
chr4:156562100-156562300	0.525655	0.566874
chr2:62902000-62902200	1.872812	-0.912336
chr3:33767000-33767200	0.163594	0.581514
chr4:29992800-29993000	-0.661480	-0.170854
chr7:137168800-137169000	-0.001583	0.794995
chrX:28444400-28444600	-0.821501	0.868390
chr9:100371800-100372000	-0.001583	-0.195754
chr9:20527600-20527800	-0.661480	-0.837534
chr3:47122100-47122300	0.685677	0.844774
chr8:16981100-16981300	-0.661480	0.395426
chr2:227862000-227862200	0.525655	0.447506
chr2:38552600-38552800	0.525655	1.202455
chr13:61712800-61713000	1.872812	1.089079
chr1:88795500-88795700	-0.821501	-0.121143
chr3:22755900-22756100	-0.821501	-0.413990
chr1:33201900-33202100	0.525655	0.691839
chr1:78696500-78696700	1.712790	-0.212419
chr8:4082300-4082500	0.525655	-0.330572
chr14:64097100-64097300	-0.821501	-1.871890
chr8:15680400-15680600	0.525655	0.126648
chr13:33851000-33851200	0.365634	-0.697695
chr12:107995600-107995800	1.712790	1.363545
chr3:114394900-114395100	1.388978	-0.931244
chr14:78156800-78157000	0.525655	1.989033
chr2:176789700-176789900	1.712790	-0.427620
chrX:36807300-36807500	1.712790	-0.353658
chrX:126703500-126703700	-0.501459	-0.368466
chr3:149842700-149842900	1.872812	-2.443204
chr3:180406600-180406800	-0.981522	-0.983093
chrY:1943500-1943700	1.872812	-0.054881
chr7:7161600-7161800	0.365634	-0.279045
chr8:3368800-3369000	-1.226966	-1.017150
chr11:48113300-48113500	0.685677	-0.826758
chr4:162508400-162508600	0.365634	1.223429
chr1:245843500-245843700	-0.981522	-0.081921
chr7:20747100-20747300	-0.821501	-0.735937
chr2:142399700-142399900	0.525655	0.704964
chr14:53283000-53283200	0.365634	0.826054
chr16_KI270728v1_random:1801200-1801400	-0.661480	-1.602315
chr1:58506200-58506400	1.872812	-0.685224
chr18:69342800-69343000	-1.848615	-0.623831
chr1:101042000-101042200	0.365634	-0.187593
chr4:168222100-168222300	-0.501459	0.970888
chr8:77650900-77651100	0.845698	0.777473
chr3:3056200-3056400	-0.821501	-0.292398
chr3:56107700-56107900	1.712790	-0.395621
chr9:68575200-68575400	0.685677	0.149488
chrY:5877200-5877400	0.163594	-0.654192
chr2:129879300-129879500	1.872812	-0.001851
chrX:106426900-106427100	1.872812	0.156181
chr2:145892000-145892200	0.525655	-0.318310
chr8:59396600-59396800	-1.226966	-0.724041
chrX:101725000-101725200	0.525655	0.957048
chr6:82731900-82732100	0.525655	0.643888
chr4:141256300-141256500	0.163594	0.157273
chr7:113539800-113540000	-0.001583	1.013154
chr3:160489900-160490100	-0.981522	-1.705211
chr2:65048900-65049100	0.685677	1.105110
chr10:3184000-3184200	-1.061789	-0.843290
chr2:224528900-224529100	-0.731435	-0.693200
chrX:124416400-124416600	-0.661480	-0.796801
chr6:92363500-92363700	-1.848615	0.143877
chr14:88162000-88162200	0.365634	1.084390
chr2:27692100-27692300	0.525655	-1.904085
chr7:8154500-8154700	1.712790	0.370570
chr6:81127000-81127200	-0.501459	-0.971641
chr5:24189200-24189400	-0.821501	-0.089912
chr3:94065000-94065200	1.712790	-1.190033
chr5:35240900-35241100	0.163594	0.043408
chrX:132073500-132073700	0.685677	0.952489
chr12:90885800-90886000	-0.661480	-0.824244
chr18:75380200-75380400	1.872812	0.149440
chr12:58410600-58410800	0.525655	0.447597
chr5:26263000-26263200	-0.821501	2.288080
chr10:92059300-92059500	0.685677	-1.221694
chr7:114600400-114600600	-2.008636	1.809952
chr19:40675300-40675500	-0.821501	1.105110
chr5:24967900-24968100	-0.501459	1.756365
chr12:33951400-33951600	-0.821501	-2.289072
chr2:203844000-203844200	-0.661480	2.530476
chr1:110333500-110333700	2.032833	2.198753
chr11:39586600-39586800	0.685677	2.511215
chr20:37024700-37024900	-0.501459	1.041817
chr2:140514800-140515000	-0.821501	-0.700458
chr12:74008800-74009000	1.712790	-1.273248
chrX:57164800-57165000	-0.661480	1.416509
chr1:98247200-98247400	-0.661480	0.070194
chrX:53893600-53893800	-0.661480	0.480527
chr2:189660800-189661000	-0.501459	-0.751982
chr2:183352200-183352400	0.525655	2.036792
chr4:140669300-140669500	-0.821501	-0.433606
